,Lat,Lon,Crime_Type,Weapon,Time
0,37.7721234,-122.4052935,"murder,assault",gun,2017-07-06 21:34:24+00:00
1,37.75173570000001,-122.4061682,"rape,assault",,2017-07-05 22:33:21+00:00
2,40.8580946,-73.90192440000001,"robbery,murder,assault",gun,2017-07-05 11:27:26+00:00
3,37.7633751,-122.203365,murder,gun,2017-07-05 01:53:24+00:00
4,38.00413629999999,-121.7876798,"robbery,murder",gun,2017-07-04 23:07:28+00:00
5,37.7481323,-122.4035537,"murder,assault",gun,2017-06-26 20:07:16+00:00
6,37.2522766,-121.8046916,"theft,assault",,2017-06-24 02:07:57+00:00
7,37.3918919,-121.849387,"theft,assault",,2017-06-24 02:07:57+00:00
8,37.3378318,-121.831178,"theft,assault",,2017-06-24 02:07:57+00:00
9,37.2503327,-121.8666347,,,2017-06-22 14:12:20+00:00
10,37.9309981,-121.6906782,murder,gun,2017-06-22 12:02:29+00:00
11,37.5929144,-122.0276338,,,2017-06-15 16:47:35+00:00
12,37.7652233,-122.4060115,"murder,assault",gun,2017-06-14 16:12:58+00:00
13,37.7652233,-122.4060115,"murder,assault",gun,2017-06-14 16:12:58+00:00
14,37.7928294,-122.3978806,"murder,assault",gun,2017-06-14 16:12:58+00:00
15,37.7652233,-122.4060115,murder,gun,2017-06-14 18:14:54+00:00
16,37.7652233,-122.4060115,murder,gun,2017-06-14 18:14:54+00:00
17,37.7818047,-122.4093351,murder,,2017-06-13 02:55:14+00:00
18,38.3502,-122.714637,"rape,assault",,2017-06-12 22:56:40+00:00
19,37.7267214,-122.4359666,murder,,2017-06-12 18:14:32+00:00
20,37.3183581,-121.883228,,bomb,2017-06-09 03:33:11+00:00
21,37.8200459,-122.28117179999998,murder,gun,2017-06-08 23:53:54+00:00
22,37.8660781,-122.2570538,murder,,2017-06-07 22:35:14+00:00
23,34.1158106,-117.2787864,murder,,2017-06-06 14:51:39+00:00
24,34.0515885,-117.3060533,murder,,2017-06-06 14:51:39+00:00
25,39.95777620000001,-75.6028079,assault,,2017-06-05 18:58:04+00:00
26,38.0087925,-122.0945377,murder,gun,2017-06-01 13:14:20+00:00
27,38.3683486,-121.9563586,"murder,theft",gun,2017-05-29 11:21:28+00:00
28,37.72549220000001,-122.3854166,,,2017-05-24 18:52:16+00:00
29,37.79054230000001,-122.2200506,"murder,assault",gun,2017-05-25 05:01:19+00:00
30,37.79054230000001,-122.2200506,"murder,assault",gun,2017-05-24 20:52:36+00:00
31,39.95777620000001,-75.6028079,assault,,2017-05-23 18:31:13+00:00
32,37.73760410000001,-122.39897659999998,"robbery,murder,assault",gun,2017-05-22 11:23:38+00:00
33,37.6630019,-121.8499634,"murder,assault",gun,2017-05-21 01:26:48+00:00
34,37.45241160000001,-122.1853142,,,2017-05-17 02:01:39+00:00
35,37.78224480000001,-122.4097882,"murder,assault",gun,2017-05-11 00:21:04+00:00
36,37.7149279,-122.4590675,"murder,assault",gun,2017-05-10 20:02:01+00:00
37,37.56413999999999,-121.9659817,theft,,2017-05-08 19:24:13+00:00
38,37.32605059999999,-121.8203695,"robbery,murder,theft,assault",gun,2017-05-07 16:28:38+00:00
39,37.7784168,-122.4792639,"murder,assault,kidnap",gun,2017-05-08 01:38:06+00:00
40,38.32656400000001,-122.7053195,murder,gun,2017-05-06 21:46:20+00:00
41,37.7840296,-122.4082238,murder,gun,2017-05-04 22:04:36+00:00
42,37.7590151,-122.4955638,"murder,assault",gun,2017-05-02 15:47:33+00:00
43,37.7571556,-122.4955863,"murder,assault",gun,2017-05-02 04:24:50+00:00
44,37.4665341,-122.4277068,,,2017-05-01 22:14:05+00:00
45,38.0113629,-122.1104604,murder,gun,2017-04-28 21:26:24+00:00
46,37.9243657,-122.0746122,murder,gun,2017-04-28 14:40:33+00:00
47,37.9243657,-122.0746122,murder,gun,2017-04-28 14:40:33+00:00
48,33.90139420000001,-118.0510145,murder,gun,2017-04-26 16:02:54+00:00
49,37.7968043,-122.4227634,kidnap,,2017-04-25 02:15:18+00:00
50,37.7953248,-122.4366575,kidnap,,2017-04-24 21:35:46+00:00
51,37.7968043,-122.4227634,kidnap,,2017-04-24 21:35:46+00:00
52,37.7248407,-122.1571701,murder,gun,2017-04-20 16:56:24+00:00
53,36.74733670000001,-119.7982574,"murder,assault",gun,2017-04-18 20:48:15+00:00
54,40.7870959,-73.19153659999998,murder,,2017-04-17 20:41:35+00:00
55,38.3543282,-121.9717792,murder,gun,2017-04-14 12:31:20+00:00
56,37.7786446,-122.4317783,robbery,,2017-04-14 04:52:07+00:00
57,37.72288320000001,-122.3977036,,,2017-04-11 22:04:30+00:00
58,37.73855220000001,-122.1716477,,,2017-04-11 22:04:30+00:00
59,37.47180590000001,-122.1351058,assault,,2017-04-10 22:24:39+00:00
60,37.7809745,-122.4087337,murder,,2017-04-10 22:52:34+00:00
61,37.8042647,-122.2903881,,,2017-04-10 21:40:53+00:00
62,37.426587100000006,-122.170042,"rape,assault",,2017-04-08 22:22:48+00:00
63,37.426587100000006,-122.170042,"rape,assault",,2017-04-08 22:22:48+00:00
64,37.6323734,-122.46682520000002,murder,,2017-04-06 23:38:19+00:00
65,37.949879,-122.3388156,murder,gun,2017-04-06 04:27:49+00:00
66,37.949879,-122.3388156,murder,gun,2017-04-05 23:11:41+00:00
67,38.311389,-122.315976,murder,gun,2017-04-05 18:19:33+00:00
68,37.949879,-122.3388156,murder,gun,2017-04-05 04:03:09+00:00
69,37.949879,-122.3388156,murder,gun,2017-04-04 17:55:14+00:00
70,37.7132083,-122.4560834,"murder,assault",gun,2017-03-30 03:48:43+00:00
71,37.7132083,-122.4560834,murder,gun,2017-03-29 18:07:48+00:00
72,37.7691813,-122.4535616,"robbery,murder,assault",gun,2017-03-25 02:36:18+00:00
73,37.76452800000001,-122.4944108,murder,,2017-03-23 18:34:54+00:00
74,37.77751170000001,-122.4180795,,,2017-03-19 17:11:24+00:00
75,40.8284317,-73.86067990000002,"murder,rape,theft,assault",,2017-03-18 17:41:43+00:00
76,37.6657219,-122.0563117,"murder,theft,assault",gun,2017-03-15 22:38:48+00:00
77,37.8814172,-122.3033547,"murder,assault",gun,2017-03-16 03:03:55+00:00
78,37.6657219,-122.0563117,"robbery,murder,theft,assault",gun,2017-03-15 15:02:23+00:00
79,37.6676171,-122.0605503,murder,gun,2017-03-15 00:58:14+00:00
80,37.7608908,-122.4350262,,,2017-03-15 02:24:53+00:00
81,38.2851976,-122.2745664,"murder,assault",gun,2017-03-14 04:32:10+00:00
82,37.4807825,-122.23433090000002,murder,gun,2017-03-07 15:34:59+00:00
83,39.9233859,-75.29713290000002,assault,,2017-03-07 19:30:51+00:00
84,37.7726773,-122.1931099,"murder,assault",gun,2017-03-02 12:36:53+00:00
85,37.78509,-122.4111762,,,2017-03-02 01:47:26+00:00
86,37.78509,-122.4111762,,,2017-03-01 13:26:39+00:00
87,33.9784096,-118.2564514,,gun,2017-03-01 18:47:11+00:00
88,37.7245576,-122.3909651,murder,gun,2017-02-24 15:09:11+00:00
89,37.87166060000001,-122.30245,"murder,assault",gun,2017-02-24 00:47:35+00:00
90,37.8652699,-122.2967892,murder,gun,2017-02-22 02:07:54+00:00
91,37.8241174,-122.3753756,robbery,gun,2017-02-18 22:35:11+00:00
92,37.8292468,-122.3728378,robbery,gun,2017-02-18 22:35:11+00:00
93,37.8296518,-122.37563490000002,robbery,gun,2017-02-18 22:35:11+00:00
94,37.7691813,-122.4535616,"murder,assault",gun,2017-02-15 03:45:28+00:00
95,37.7691813,-122.4535616,"murder,assault",gun,2017-02-15 03:45:28+00:00
96,37.7669085,-122.1884912,murder,gun,2017-02-11 21:21:01+00:00
97,37.7482112,-122.1703593,murder,gun,2017-02-11 21:21:01+00:00
98,37.7592691,-122.3885425,murder,gun,2017-02-09 22:32:41+00:00
99,37.96316720000001,-122.3466955,murder,gun,2017-02-09 22:32:41+00:00
100,38.35183370000001,-121.9570558,murder,gun,2017-01-25 19:30:22+00:00
101,38.11321450000001,-122.25802240000002,murder,gun,2017-01-23 16:13:00+00:00
102,38.0076055,-121.788577,murder,gun,2017-01-18 14:49:16+00:00
103,37.3533922,-121.8004014,murder,gun,2017-01-13 19:22:39+00:00
104,38.35053610000001,-121.9758131,murder,gun,2017-01-12 22:43:51+00:00
105,38.7518061,-121.3585962,assault,,2017-01-12 21:22:40+00:00
106,37.7149279,-122.4590675,murder,gun,2017-01-06 14:00:14+00:00
107,37.7751719,-122.1754522,murder,gun,2017-01-06 05:03:58+00:00
108,37.7747179,-122.1746921,murder,gun,2017-01-06 05:03:58+00:00
109,37.8100769,-122.2806527,"murder,assault",gun,2017-01-05 20:55:32+00:00
110,38.45290380000001,-122.77122659999998,"robbery,theft",,2017-01-04 22:24:13+00:00
111,37.7310639,-122.3770862,murder,gun,2016-12-31 00:52:47+00:00
112,37.9385753,-122.0250404,"robbery,theft",,2016-12-28 23:29:09+00:00
113,37.7897071,-122.211048,murder,gun,2016-12-27 22:28:56+00:00
114,37.7750194,-122.4226219,murder,gun,2016-12-27 13:34:09+00:00
115,37.8013784,-122.4093961,theft,,2016-12-26 22:35:00+00:00
116,37.6551799,-122.4101558,"murder,assault",,2016-12-24 01:39:08+00:00
117,37.818219,-122.2558022,"murder,assault",gun,2016-12-23 03:32:28+00:00
118,38.1057582,-122.2093155,"robbery,murder",gun,2016-12-21 20:12:54+00:00
119,37.68813400000001,-122.48633999999998,"murder,assault",,2016-12-17 23:28:53+00:00
120,37.8098287,-122.2658323,theft,,2016-12-13 17:20:23+00:00
121,37.3060155,-121.8371621,"robbery,theft,assault",gun,2016-12-13 05:43:16+00:00
122,38.4175215,-122.7119714,kidnap,,2016-12-09 07:44:32+00:00
123,37.8007778,-122.4380636,theft,,2016-12-03 03:57:36+00:00
124,36.9666321,-122.0403203,assault,,2016-12-02 07:13:23+00:00
125,36.9772075,-122.0537722,assault,,2016-12-02 07:13:23+00:00
126,37.5609119,-121.9572149,theft,,2016-12-02 04:44:17+00:00
127,38.323788,-122.3176855,,,2016-12-01 23:10:28+00:00
128,37.8294407,-122.2712007,murder,gun,2016-11-28 19:23:17+00:00
129,37.8294407,-122.2712007,murder,gun,2016-11-28 19:23:17+00:00
130,37.6551799,-122.4101558,"murder,assault",,2016-11-25 18:47:58+00:00
131,37.2369701,-121.8305625,"theft,assault",,2016-11-17 07:11:29+00:00
132,38.018442,-122.1343535,assault,,2016-11-07 22:34:28+00:00
133,37.3519299,-121.8349768,murder,gun,2016-11-04 03:45:04+00:00
134,36.5393409,-121.9102076,,,2016-11-02 19:02:36+00:00
135,37.3767818,-122.2005064,"assault,kidnap",,2016-11-02 14:21:08+00:00
136,37.3767818,-122.2005064,"assault,kidnap",,2016-11-01 21:57:26+00:00
137,37.80608170000001,-122.2932719,"robbery,murder,assault",gun,2016-10-21 19:25:18+00:00
138,37.797585,-122.2124162,"robbery,murder,assault",gun,2016-10-21 19:25:18+00:00
139,37.8593325,-122.2732819,"robbery,murder,assault",gun,2016-10-21 19:25:18+00:00
140,37.7919133,-122.2489996,,bomb,2016-10-19 04:04:52+00:00
141,37.8695859,-122.2523046,"rape,assault",,2016-10-19 00:48:59+00:00
142,37.8680432,-122.2499445,"rape,assault",,2016-10-19 00:48:59+00:00
143,29.959948800000006,-95.4364615,,,2016-10-18 17:53:21+00:00
144,37.9695453,-122.0272893,murder,gun,2016-10-11 22:34:34+00:00
145,37.7489199,-122.4203758,murder,gun,2016-10-10 12:00:40+00:00
146,37.6940198,-122.1413711,,,2016-10-07 01:28:22+00:00
147,37.755494,-122.197877,"robbery,rape,assault",,2016-10-05 21:24:31+00:00
148,37.78403970000001,-122.4193807,murder,gun,2016-10-03 23:56:12+00:00
149,37.733019,-122.4167966,murder,gun,2016-10-03 23:56:12+00:00
150,37.7119034,-122.41605,murder,gun,2016-10-03 23:56:12+00:00
151,37.7760437,-122.4025392,murder,gun,2016-10-03 23:56:12+00:00
152,37.7884955,-122.4371691,murder,gun,2016-10-03 23:56:12+00:00
153,37.9846402,-122.273113,"robbery,murder,assault",gun,2016-09-29 23:01:35+00:00
154,37.8521407,-122.28673700000002,"murder,assault",,2016-09-28 17:47:51+00:00
155,37.3111484,-122.0277233,theft,,2016-09-28 19:17:06+00:00
156,37.5020389,-122.2629148,assault,,2016-09-26 12:03:41+00:00
157,37.2982326,-121.832505,murder,gun,2016-09-20 18:49:58+00:00
158,37.9340605,-122.3676728,"murder,assault",gun,2016-09-17 07:00:59+00:00
159,37.4761232,-122.1563839,,gun,2016-09-15 19:21:46+00:00
160,34.0009698,-118.4825713,"robbery,assault",,2016-09-14 18:49:36+00:00
161,37.7804073,-122.4841531,,,2016-09-14 14:13:45+00:00
162,37.7799424,-122.3896766,,,2016-09-14 14:13:45+00:00
163,33.9117412,-118.35237759999998,"murder,assault",gun,2016-09-07 19:24:51+00:00
164,37.7718898,-122.4233423,murder,gun,2016-09-07 05:14:43+00:00
165,34.2109149,-118.654454,,,2016-09-06 12:52:57+00:00
166,34.2191982,-118.64656770000002,,,2016-09-06 12:52:57+00:00
167,37.484821200000006,-122.2274927,,,2016-09-06 18:00:33+00:00
168,37.48572410000001,-122.2271436,,,2016-09-06 18:00:33+00:00
169,33.9117412,-118.35237759999998,"murder,assault",gun,2016-09-06 17:25:26+00:00
170,37.29443610000001,-121.9136179,"robbery,assault,kidnap",,2016-09-05 22:46:01+00:00
171,37.2799354,-121.86449679999998,"robbery,assault,kidnap",,2016-09-05 22:46:01+00:00
172,37.8536057,-122.2839688,murder,gun,2016-08-31 01:14:54+00:00
173,37.3398695,-121.8544548,murder,,2016-08-27 02:06:22+00:00
174,37.7952457,-122.4035231,"robbery,assault",gun,2016-08-25 22:31:01+00:00
175,37.7946091,-122.3966591,"robbery,assault",gun,2016-08-25 22:31:01+00:00
176,37.7717378,-122.4169271,"robbery,assault",gun,2016-08-25 22:31:01+00:00
177,36.9706072,-122.0237268,murder,gun,2016-08-24 20:56:47+00:00
178,36.9662711,-122.0182789,murder,gun,2016-08-24 20:56:47+00:00
179,37.7873347,-122.3945241,,,2016-08-22 22:00:08+00:00
180,37.3261508,-121.8730586,"murder,assault",gun,2016-08-22 12:40:05+00:00
181,37.3261508,-121.8730586,"murder,assault",gun,2016-08-22 12:40:05+00:00
182,37.6247509,-122.0846553,"robbery,murder",gun,2016-08-17 19:47:24+00:00
183,37.6247509,-122.0846553,"robbery,murder",gun,2016-08-17 19:47:24+00:00
184,37.6247509,-122.0846553,"robbery,murder",gun,2016-08-17 19:47:24+00:00
185,37.698825,-122.138095,kidnap,gun,2016-08-17 03:30:41+00:00
186,37.7235593,-122.1538715,kidnap,gun,2016-08-17 03:30:41+00:00
187,37.7941344,-122.4234748,robbery,gun,2016-08-15 19:06:36+00:00
188,37.7811403,-122.4775906,robbery,gun,2016-08-15 19:06:36+00:00
189,37.28669710000001,-121.9135606,,,2016-08-13 04:05:28+00:00
190,37.38186779999999,-122.0411369,"rape,assault",,2016-08-11 01:26:29+00:00
191,37.7292784,-122.1896314,murder,gun,2016-08-08 12:01:18+00:00
192,37.7277797,-122.428207,,bomb,2016-08-05 23:13:56+00:00
193,37.72206,-122.458017,robbery,,2016-08-04 22:32:06+00:00
194,37.8617274,-122.2548206,"robbery,theft",gun,2016-08-03 22:02:30+00:00
195,37.8666209,-122.2610857,"robbery,theft",gun,2016-08-03 22:02:30+00:00
196,37.763706,-122.4151739,"murder,assault",gun,2016-08-03 05:37:23+00:00
197,37.67352169999999,-122.46415259999998,"murder,assault",gun,2016-08-03 05:37:23+00:00
198,37.7794028,-122.2747781,"murder,assault",gun,2016-08-03 05:37:23+00:00
199,37.7495382,-122.3886233,"murder,assault",gun,2016-08-03 05:37:23+00:00
200,38.0090309,-121.88495729999998,"murder,assault",gun,2016-08-03 05:37:23+00:00
201,37.7740593,-122.4444034,"murder,assault",gun,2016-08-03 05:37:23+00:00
202,37.7781268,-122.40578700000002,"murder,assault",gun,2016-08-03 05:37:23+00:00
203,37.762849,-122.422005,"murder,assault",gun,2016-08-03 05:37:23+00:00
204,37.77485,-122.4015257,"murder,assault",gun,2016-08-03 05:37:23+00:00
205,37.8655185,-122.3091134,"murder,assault",gun,2016-08-03 05:37:23+00:00
206,37.93857120000001,-122.5299139,"murder,assault",gun,2016-08-03 05:37:23+00:00
207,37.7357328,-122.4641607,"murder,assault",gun,2016-08-03 05:37:23+00:00
208,37.9608213,-122.3523733,assault,,2016-08-02 18:36:29+00:00
209,37.67352169999999,-122.46415259999998,assault,,2016-08-02 18:36:29+00:00
210,37.7794028,-122.2747781,assault,,2016-08-02 18:36:29+00:00
211,37.844633,-122.2586832,assault,,2016-08-02 18:36:29+00:00
212,38.0090309,-121.88495729999998,assault,,2016-08-02 18:36:29+00:00
213,37.80405510000001,-122.2953803,assault,,2016-08-02 18:36:29+00:00
214,37.762849,-122.422005,assault,,2016-08-02 18:36:29+00:00
215,37.8007704,-122.279601,assault,,2016-08-02 18:36:29+00:00
216,37.8655185,-122.3091134,assault,,2016-08-02 18:36:29+00:00
217,37.93857120000001,-122.5299139,assault,,2016-08-02 18:36:29+00:00
218,37.9747983,-122.562813,assault,,2016-08-02 18:36:29+00:00
219,40.4270428,-80.0091115,,gun,2016-08-02 22:59:47+00:00
220,37.32102020000001,-121.8786281,murder,gun,2016-08-02 04:53:03+00:00
221,37.32034470000001,-121.8797823,murder,gun,2016-07-29 06:17:45+00:00
222,37.32034470000001,-121.8797823,"robbery,murder,assault",gun,2016-07-29 12:29:43+00:00
223,37.7485465,-122.1735273,"murder,assault",gun,2016-07-28 20:24:39+00:00
224,37.9974668,-121.8888549,murder,,2016-07-27 12:40:53+00:00
225,37.7589008,-122.4281932,,gun,2016-07-26 18:12:49+00:00
226,37.7621584,-122.182504,murder,gun,2016-07-26 03:33:21+00:00
227,37.759189,-122.1868916,"murder,assault",gun,2016-07-24 17:40:25+00:00
228,37.3231149,-121.8794261,murder,,2016-07-24 19:38:45+00:00
229,37.69875310000001,-122.4070185,murder,gun,2016-07-21 11:46:41+00:00
230,37.8043632,-122.2756381,murder,gun,2016-07-19 12:13:59+00:00
231,33.8283531,-118.2002863,"robbery,murder,theft",bomb,2016-07-18 19:35:47+00:00
232,38.5502221,-122.8069507,"robbery,murder",gun,2016-07-15 03:25:56+00:00
233,38.5502221,-122.8069507,"robbery,murder,assault",gun,2016-07-12 21:36:37+00:00
234,37.9099071,-122.3584723,"robbery,theft",,2016-07-12 19:05:09+00:00
235,37.9099071,-122.3584723,"robbery,theft",,2016-07-12 03:40:12+00:00
236,38.119007,-122.27091,"murder,kidnap",,2016-07-09 22:54:36+00:00
237,37.7487555,-122.1736616,murder,gun,2016-07-09 18:55:51+00:00
238,37.4151495,-122.113047,"murder,assault",,2016-07-09 03:24:36+00:00
239,37.4151495,-122.113047,,,2016-07-08 05:14:21+00:00
240,37.4425962,-122.1315099,,,2016-07-07 11:58:45+00:00
241,37.7811546,-122.4120558,murder,gun,2016-07-06 22:02:13+00:00
242,37.2362165,-121.8463198,,,2016-07-07 03:59:41+00:00
243,37.9099071,-122.3584723,"robbery,theft,assault",,2016-06-30 18:16:17+00:00
244,37.7816939,-122.2129202,assault,"gun,bomb",2016-06-26 23:54:06+00:00
245,37.7843543,-122.2255622,assault,"gun,bomb",2016-06-26 23:54:06+00:00
246,37.7779834,-122.409425,"murder,theft,assault",gun,2016-06-23 18:38:15+00:00
247,37.67039060000001,-121.8580907,"murder,theft,assault",gun,2016-06-23 18:38:15+00:00
248,37.7635051,-122.4827629,"robbery,murder,assault",,2016-06-17 23:36:00+00:00
249,37.8031538,-122.2703842,"murder,assault",gun,2016-06-16 02:09:22+00:00
250,37.803382,-122.2705555,murder,gun,2016-06-15 01:20:33+00:00
251,37.53729420000001,-122.0373775,murder,gun,2016-06-14 23:12:22+00:00
252,37.7608908,-122.4350262,murder,gun,2016-06-14 18:35:40+00:00
253,37.7608908,-122.4350262,"murder,assault",gun,2016-06-12 22:58:51+00:00
254,37.7823988,-122.2299143,murder,gun,2016-06-12 00:08:50+00:00
255,37.8484805,-122.2834893,,,2016-06-10 00:05:09+00:00
256,37.420448,-122.1689068,,,2016-06-09 07:31:35+00:00
257,37.8484805,-122.2834893,kidnap,gun,2016-06-08 17:24:52+00:00
258,37.8484805,-122.2834893,kidnap,gun,2016-06-08 17:24:52+00:00
259,37.8521407,-122.28673700000002,kidnap,gun,2016-06-08 17:24:52+00:00
260,37.5329241,-121.9591129,"murder,theft","gun,bomb",2016-06-02 11:27:10+00:00
261,37.797585,-122.2124162,"robbery,murder",gun,2016-06-02 21:21:21+00:00
262,37.5329241,-121.9591129,"murder,assault",gun,2016-06-01 21:22:22+00:00
263,37.52675470000001,-121.9555112,"murder,assault",gun,2016-06-01 21:22:22+00:00
264,37.52675470000001,-121.9555112,"murder,assault",gun,2016-06-01 21:22:22+00:00
265,37.7293731,-122.3894408,"murder,theft",gun,2016-05-31 19:27:09+00:00
266,37.7745027,-122.4343269,"murder,theft",gun,2016-05-31 19:27:09+00:00
267,37.7743006,-122.4359699,"murder,theft",gun,2016-05-31 02:47:05+00:00
268,38.08791110000001,-122.56508259999998,murder,gun,2016-05-26 21:39:03+00:00
269,38.08791110000001,-122.56508259999998,murder,gun,2016-05-26 21:39:03+00:00
270,37.5613053,-122.3475654,murder,gun,2016-05-21 23:33:27+00:00
271,37.8044927,-122.4151059,murder,gun,2016-05-22 05:40:50+00:00
272,37.5699851,-122.05402240000002,robbery,,2016-05-17 11:50:05+00:00
273,38.0042061,-121.8209865,"murder,assault",gun,2016-05-16 23:01:44+00:00
274,37.95869709999999,-122.36694579999998,murder,gun,2016-05-15 23:30:50+00:00
275,37.78801710000001,-122.399817,assault,,2016-05-14 06:28:07+00:00
276,37.7841597,-122.4109775,,gun,2016-05-14 03:21:06+00:00
277,37.3382232,-121.8454775,murder,,2016-05-13 12:43:10+00:00
278,37.2943285,-121.9495395,"robbery,murder,theft,kidnap",gun,2016-05-12 16:01:13+00:00
279,37.2905816,-121.9397087,murder,gun,2016-05-11 18:47:44+00:00
280,37.2905816,-121.9397087,murder,gun,2016-05-11 18:47:44+00:00
281,37.2519771,-121.89072790000002,"murder,assault",gun,2016-05-11 15:20:56+00:00
282,38.0027035,-121.8286855,"murder,assault",gun,2016-05-04 19:11:04+00:00
283,37.4427163,-122.1743422,theft,,2016-05-05 00:01:27+00:00
284,37.74534570000001,-122.4200744,,,2016-05-02 13:09:12+00:00
285,37.3624826,-121.835253,,,2016-04-28 17:54:29+00:00
286,37.6550314,-122.4205209,murder,gun,2016-04-27 19:09:50+00:00
287,37.65342490000001,-122.4256541,murder,gun,2016-04-27 19:09:50+00:00
288,35.53228970000001,-78.3577925,,,2016-04-19 17:15:28+00:00
289,37.32471620000001,-121.8047654,murder,gun,2016-04-19 12:18:51+00:00
290,37.7957489,-122.41687140000002,theft,gun,2016-04-16 20:16:45+00:00
291,37.7956808,-122.4166749,theft,gun,2016-04-16 20:16:45+00:00
292,38.02096299999999,-122.255652,murder,gun,2016-04-13 22:49:58+00:00
293,37.7286583,-122.37318,"robbery,assault",,2016-04-12 21:42:48+00:00
294,37.7011879,-122.0881123,"robbery,murder",gun,2016-04-11 16:08:14+00:00
295,37.33260739999999,-121.8764532,murder,gun,2016-04-08 12:24:01+00:00
296,40.69500559999999,-73.9950751,"murder,assault",gun,2016-04-03 20:40:05+00:00
297,37.7311362,-122.15413970000002,"murder,assault",gun,2016-04-03 20:40:05+00:00
298,37.724161,-122.1461435,"murder,assault",gun,2016-04-03 20:40:05+00:00
299,37.6953268,-122.17643259999998,"murder,assault",gun,2016-04-03 20:40:05+00:00
300,36.54266970000001,-121.91969070000002,murder,,2016-04-03 20:55:25+00:00
301,34.0548815,-117.6436264,murder,,2016-04-03 20:55:25+00:00
302,37.6678135,-122.4151459,murder,gun,2016-04-01 19:27:30+00:00
303,37.7798595,-122.4317127,murder,gun,2016-03-25 20:45:07+00:00
304,37.7812045,-122.427606,murder,gun,2016-03-25 20:45:07+00:00
305,37.6612363,-122.0891017,"robbery,murder,kidnap",gun,2016-03-25 18:44:42+00:00
306,37.64956129999999,-122.0753784,"robbery,murder,kidnap",gun,2016-03-25 18:44:42+00:00
307,37.96767380000001,-121.6960419,"robbery,theft",,2016-03-24 06:10:12+00:00
308,37.9454107,-121.7018489,"robbery,theft",,2016-03-24 06:10:12+00:00
309,37.4896403,-121.9274971,"robbery,theft",,2016-03-24 06:10:12+00:00
310,37.7337807,-122.4577775,"robbery,theft",,2016-03-24 06:10:12+00:00
311,37.9347652,-121.6967355,"robbery,theft",,2016-03-24 06:10:12+00:00
312,37.9347652,-121.6967355,"robbery,theft",,2016-03-24 06:10:12+00:00
313,37.9714314,-121.9821574,"robbery,theft",,2016-03-24 06:10:12+00:00
314,37.878525,-121.64742,murder,gun,2016-03-18 17:36:12+00:00
315,37.8716935,-122.2929202,murder,gun,2016-03-15 20:28:15+00:00
316,37.32472410000001,-121.8217513,murder,gun,2016-03-12 07:49:03+00:00
317,37.3006815,-121.8882613,murder,gun,2016-03-10 20:29:25+00:00
318,36.9745776,-122.031927,,,2016-03-09 17:59:06+00:00
319,37.745329,-122.151473,murder,,2016-03-09 01:00:20+00:00
320,37.3236301,-121.8783621,murder,gun,2016-03-08 03:29:22+00:00
321,38.2355997,-122.6293771,"theft,assault",gun,2016-03-05 19:55:45+00:00
322,37.3260144,-121.9115812,,,2016-02-29 14:54:20+00:00
323,37.1934333,-122.0188594,,gun,2016-02-29 16:27:36+00:00
324,37.86818090000001,-122.5104861,murder,gun,2016-02-25 23:10:29+00:00
325,37.6642796,-122.0827138,murder,gun,2016-02-25 02:37:14+00:00
326,37.6957464,-121.92924,"robbery,murder,assault",gun,2016-02-23 16:40:05+00:00
327,37.77957670000001,-122.4319672,murder,gun,2016-02-23 02:40:39+00:00
328,37.3488297,-121.89494270000002,murder,gun,2016-02-22 12:47:14+00:00
329,37.77957670000001,-122.4319672,"murder,assault",gun,2016-02-22 00:12:24+00:00
330,37.3488297,-121.89494270000002,murder,gun,2016-02-21 22:57:33+00:00
331,37.6642796,-122.0827138,murder,gun,2016-02-20 01:48:58+00:00
332,37.7864337,-122.4232481,"robbery,murder",,2016-02-19 18:37:28+00:00
333,38.434661,-122.686178,murder,gun,2016-02-18 20:10:20+00:00
334,37.7809745,-122.4087337,"robbery,assault",,2016-02-16 22:06:30+00:00
335,33.8942019,-118.2014858,murder,gun,2016-02-10 07:33:38+00:00
336,37.778341,-122.39655249999998,"murder,assault",,2016-02-09 20:33:52+00:00
337,37.35398770000001,-121.8699957,murder,gun,2016-02-09 14:36:21+00:00
338,37.8676688,-122.5101305,murder,gun,2016-02-07 19:23:24+00:00
339,37.7663767,-122.39079270000002,"murder,assault",gun,2016-02-05 00:23:25+00:00
340,37.78523970000001,-122.3940065,"murder,assault",gun,2016-02-02 18:23:32+00:00
341,37.778341,-122.39655249999998,"murder,assault",gun,2016-02-02 18:23:32+00:00
342,37.7663767,-122.39079270000002,"murder,assault",gun,2016-02-02 18:23:32+00:00
343,37.5824512,-122.0182106,assault,,2016-01-28 23:16:59+00:00
344,37.2613506,-121.9321166,"murder,assault",,2016-01-26 18:44:58+00:00
345,37.76429210000001,-122.4574255,murder,,2016-01-15 23:44:46+00:00
346,37.97000900000001,-121.783294,assault,,2016-01-15 22:52:59+00:00
347,32.628518,-116.9984422,assault,,2016-01-15 22:52:59+00:00
348,39.9472049,-75.125821,murder,,2016-01-13 18:00:59+00:00
349,37.8211513,-122.2602165,"robbery,rape,assault,kidnap",gun,2016-01-12 05:00:09+00:00
350,37.740241,-122.42087920000002,"robbery,assault",gun,2016-01-11 23:25:10+00:00
351,38.0904426,-122.2233003,murder,gun,2016-01-11 18:41:14+00:00
