raw_values,label
"[17.0, 19.0, 23.0, 25.0, 27.0, 38.0, 51.0, 52.0, 43.0, 37.0, 41.0, 56.0, 68.0, 74.0, 72.0, 53.0, 44.0, 53.0, 60.0, 59.0, 56.0, 50.0, 40.0, 36.0, 22.0, 5.0, 10.0, 33.0, 65.0, 84.0, 85.0, 72.0, 64.0, 72.0, 86.0, 96.0, 88.0, 76.0, 82.0, 86.0, 89.0, 85.0, 76.0, 67.0, 49.0, 37.0, 33.0, 38.0, 48.0, 36.0, 26.0, 26.0, 25.0, 27.0, 34.0, 24.0, 23.0, 34.0, 37.0, 36.0, 40.0, 43.0, 43.0, 37.0, 23.0, 16.0, 22.0, 35.0, 34.0, 17.0, 6.0, 16.0, 27.0, 25.0, 18.0, 22.0, 34.0, 44.0, 42.0, 21.0, 10.0, 18.0, 25.0, 35.0, 40.0, 42.0, 36.0, 42.0, 66.0, 82.0, 82.0, 75.0, 64.0, 57.0, 71.0, 82.0, 84.0, 70.0, 49.0, 48.0, 60.0, 81.0, 99.0, 109.0, 106.0, 96.0, 100.0, 104.0, 102.0, 104.0, 113.0, 121.0, 121.0, 101.0, 85.0, 97.0, 106.0, 86.0, 65.0, 71.0, 75.0, 61.0, 43.0, 34.0, 38.0, 39.0, 33.0, 22.0, 12.0, 8.0, 5.0, -5.0, -17.0, -24.0, -26.0, -23.0, -27.0, -35.0, -36.0, -35.0, -29.0, -25.0, -19.0, -5.0, 5.0, -1.0, -4.0, -1.0, 9.0, 23.0, 21.0, 21.0, 29.0, 39.0, 52.0, 55.0, 58.0, 68.0, 83.0, 86.0, 70.0, 53.0, 49.0, 64.0, 73.0, 73.0, 76.0, 85.0, 86.0, 66.0, 34.0, 23.0, 37.0, 54.0, 66.0, 68.0, 74.0, 72.0, 65.0, 57.0, 45.0, 34.0, 41.0, 54.0, 71.0, 89.0, 103.0, 105.0, 91.0, 68.0, 67.0, 77.0, 81.0, 66.0, 54.0, 58.0, 67.0, 68.0, 57.0, 55.0, 55.0, 56.0, 49.0, 37.0, 39.0, 51.0, 58.0, 70.0, 73.0, 55.0, 41.0, 43.0, 52.0, 65.0, 66.0, 59.0, 66.0, 74.0, 80.0, 74.0, 52.0, 35.0, 41.0, 58.0, 58.0, 43.0, 35.0, 32.0, 26.0, 21.0, 23.0, 26.0, 16.0, 0.0, 5.0, 32.0, 39.0, 20.0, 5.0, 7.0, 24.0, 32.0, 23.0, 22.0, 29.0, 33.0, 17.0, 7.0, 19.0, 25.0, 25.0, 29.0, 23.0, 9.0, -5.0, -8.0, -10.0, -19.0, -22.0, -23.0, -39.0, -52.0, -41.0, -23.0, -20.0, -34.0, -49.0, -42.0, -33.0, -34.0, -40.0, -46.0, -53.0, -52.0, -40.0, -37.0, -25.0, -14.0, -4.0, 6.0, 16.0, 26.0, 43.0, 44.0, 33.0, 18.0, 20.0, 45.0, 51.0, 28.0, 22.0, 33.0, 41.0, 54.0, 43.0, 22.0, 24.0, 26.0, 20.0, 16.0, 12.0, 26.0, 48.0, 58.0, 65.0, 64.0, 65.0, 76.0, 88.0, 92.0, 101.0, 102.0, 101.0, 124.0, 145.0, 133.0, 106.0, 101.0, 108.0, 113.0, 125.0, 137.0, 121.0, 93.0, 74.0, 66.0, 66.0, 73.0, 82.0, 82.0, 84.0, 83.0, 76.0, 73.0, 70.0, 66.0, 65.0, 74.0, 84.0, 81.0, 81.0, 90.0, 102.0, 101.0, 86.0, 74.0, 71.0, 83.0, 89.0, 74.0, 43.0, 26.0, 36.0, 51.0, 57.0, 54.0, 43.0, 39.0, 48.0, 48.0, 43.0, 40.0, 33.0, 32.0, 40.0, 58.0, 61.0, 53.0, 52.0, 58.0, 81.0, 86.0, 72.0, 61.0, 59.0, 56.0, 67.0, 92.0, 115.0, 114.0, 107.0, 108.0, 103.0, 87.0, 74.0, 70.0, 74.0, 99.0, 103.0, 83.0, 57.0, 48.0, 56.0, 70.0, 73.0, 72.0, 75.0, 89.0, 102.0, 101.0, 102.0, 100.0, 85.0, 76.0, 83.0, 92.0, 91.0, 96.0, 102.0, 85.0, 69.0, 68.0, 82.0, 88.0, 82.0, 68.0, 59.0, 67.0, 83.0, 82.0, 50.0, 32.0, 41.0, 53.0, 60.0, 69.0, 69.0, 67.0, 64.0, 56.0, 52.0, 58.0, 67.0, 64.0, 52.0, 50.0, 42.0, 35.0, 32.0, 43.0, 58.0, 64.0, 54.0, 40.0, 34.0, 38.0, 38.0, 28.0, 17.0, 18.0, 25.0, 27.0, 29.0, 36.0, 40.0, 39.0, 25.0, 16.0, 27.0, 51.0, 51.0, 27.0, 20.0, 33.0, 33.0, 25.0, 23.0, 26.0, 16.0, 0.0, -6.0, -5.0, 7.0, 22.0, 21.0, 20.0, 24.0, 32.0, 36.0, 44.0, 56.0, 59.0, 54.0, 51.0, 51.0, 52.0, 50.0, 54.0, 54.0, 44.0, 34.0, 37.0, 51.0, 53.0, 37.0, 19.0, 20.0, 33.0, 29.0, 11.0, 4.0, 17.0, 37.0, 43.0, 26.0, 18.0, 25.0, 18.0, 11.0, 19.0, 18.0, 28.0]",relax
"[108.0, 114.0, 120.0, 123.0, 114.0, 104.0, 96.0, 84.0, 82.0, 88.0, 99.0, 90.0, 58.0, 35.0, 23.0, 32.0, 51.0, 43.0, 12.0, 0.0, 18.0, 26.0, 27.0, 23.0, 13.0, 6.0, 13.0, 25.0, 40.0, 49.0, 53.0, 50.0, 39.0, 38.0, 50.0, 50.0, 38.0, 27.0, 49.0, 74.0, 83.0, 75.0, 75.0, 83.0, 83.0, 72.0, 73.0, 74.0, 70.0, 59.0, 44.0, 40.0, 44.0, 39.0, 27.0, 33.0, 50.0, 61.0, 60.0, 54.0, 58.0, 77.0, 86.0, 84.0, 81.0, 88.0, 81.0, 52.0, 27.0, 22.0, 26.0, 28.0, 27.0, 26.0, 19.0, 2.0, -1.0, 7.0, 19.0, 27.0, 22.0, 5.0, -13.0, -23.0, -23.0, -19.0, -7.0, 0.0, -1.0, 1.0, 16.0, 36.0, 55.0, 71.0, 82.0, 92.0, 109.0, 120.0, 120.0, 109.0, 100.0, 87.0, 73.0, 67.0, 65.0, 64.0, 65.0, 66.0, 64.0, 54.0, 51.0, 54.0, 51.0, 24.0, -5.0, -14.0, -11.0, 8.0, 21.0, 11.0, -8.0, -20.0, -9.0, 8.0, 20.0, 25.0, 17.0, 2.0, -8.0, -17.0, -12.0, -3.0, 20.0, 37.0, 38.0, 44.0, 58.0, 68.0, 75.0, 72.0, 75.0, 87.0, 116.0, 147.0, 148.0, 131.0, 118.0, 112.0, 105.0, 96.0, 96.0, 99.0, 80.0, 48.0, 33.0, 39.0, 34.0, 9.0, -4.0, -14.0, -30.0, -40.0, -22.0, 1.0, 13.0, 25.0, 28.0, 24.0, 8.0, -9.0, -22.0, -25.0, -27.0, -21.0, -21.0, -25.0, -36.0, -42.0, -28.0, -17.0, -19.0, -19.0, -17.0, -6.0, 9.0, 25.0, 37.0, 38.0, 56.0, 67.0, 55.0, 53.0, 60.0, 54.0, 48.0, 44.0, 27.0, 12.0, 12.0, 23.0, 26.0, 21.0, 17.0, 20.0, 22.0, 22.0, 33.0, 36.0, 42.0, 64.0, 80.0, 69.0, 57.0, 73.0, 90.0, 81.0, 64.0, 54.0, 53.0, 51.0, 42.0, 44.0, 49.0, 35.0, 18.0, 7.0, 7.0, 4.0, 1.0, 10.0, 25.0, 22.0, 6.0, 4.0, 20.0, 42.0, 57.0, 60.0, 65.0, 69.0, 71.0, 85.0, 108.0, 116.0, 98.0, 81.0, 81.0, 92.0, 105.0, 108.0, 99.0, 84.0, 91.0, 102.0, 101.0, 77.0, 53.0, 45.0, 50.0, 51.0, 44.0, 29.0, 18.0, 19.0, 26.0, 36.0, 40.0, 40.0, 51.0, 71.0, 82.0, 81.0, 82.0, 97.0, 107.0, 105.0, 107.0, 124.0, 144.0, 141.0, 132.0, 128.0, 139.0, 139.0, 122.0, 100.0, 74.0, 56.0, 52.0, 56.0, 49.0, 25.0, 12.0, 25.0, 37.0, 41.0, 48.0, 61.0, 88.0, 105.0, 100.0, 86.0, 84.0, 70.0, 43.0, 26.0, 24.0, 33.0, 36.0, 43.0, 67.0, 73.0, 60.0, 51.0, 48.0, 48.0, 53.0, 57.0, 57.0, 53.0, 38.0, 19.0, 7.0, 8.0, 9.0, 12.0, 10.0, -2.0, -4.0, 10.0, 20.0, 12.0, 7.0, 2.0, 2.0, 12.0, 18.0, 16.0, 19.0, 17.0, -1.0, -17.0, -11.0, -3.0, -7.0, -11.0, -9.0, -3.0, 10.0, 16.0, 16.0, 18.0, 24.0, 27.0, 28.0, 39.0, 58.0, 74.0, 70.0, 67.0, 82.0, 101.0, 102.0, 100.0, 103.0, 96.0, 86.0, 75.0, 57.0, 52.0, 65.0, 75.0, 65.0, 40.0, 32.0, 37.0, 57.0, 71.0, 58.0, 35.0, 16.0, 17.0, 21.0, 16.0, 12.0, 26.0, 37.0, 43.0, 51.0, 57.0, 65.0, 66.0, 65.0, 66.0, 60.0, 58.0, 58.0, 65.0, 80.0, 81.0, 44.0, 17.0, 24.0, 44.0, 59.0, 80.0, 89.0, 83.0, 68.0, 59.0, 82.0, 107.0, 117.0, 103.0, 76.0, 60.0, 55.0, 64.0, 76.0, 87.0, 98.0, 103.0, 92.0, 72.0, 60.0, 64.0, 73.0, 71.0, 56.0, 37.0, 27.0, 28.0, 28.0, 25.0, 26.0, 36.0, 38.0, 22.0, 16.0, 23.0, 27.0, 10.0, 1.0, 1.0, -5.0, -11.0, -17.0, -17.0, -13.0, -12.0, -11.0, 0.0, 18.0, 37.0, 56.0, 73.0, 71.0, 53.0, 32.0, 20.0, 20.0, 28.0, 35.0, 28.0, 23.0, 21.0, 13.0, 18.0, 21.0, 17.0, 8.0, 8.0, 18.0, 24.0, 37.0, 64.0, 84.0, 87.0, 70.0, 67.0, 77.0, 83.0, 73.0, 68.0, 65.0, 72.0, 84.0, 83.0, 75.0, 66.0, 60.0, 65.0, 68.0, 64.0, 50.0, 43.0, 40.0, 39.0, 35.0, 28.0, 23.0, 40.0, 65.0, 72.0, 75.0, 80.0, 75.0, 73.0, 69.0, 72.0, 84.0, 84.0]",math1
